species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex,culmen_length_in,culmen_depth_in,flipper_length_in,body_mass_lb
Gentoo,Biscoe,49.2,15.2,221.0,6300.0,MALE,1.93700892,0.5984255199999999,8.7007921,13.889106
Gentoo,Biscoe,46.2,14.5,209.0,4800.0,FEMALE,1.8188986200000001,0.57086645,8.228350899999999,10.582176
Gentoo,Biscoe,48.7,15.1,222.0,5350.0,MALE,1.91732387,0.5944885099999999,8.7401622,11.794717
Gentoo,Biscoe,50.2,14.3,218.0,5700.0,MALE,1.97637902,0.56299243,8.5826818,12.566334
Gentoo,Biscoe,45.1,14.5,215.0,5000.0,FEMALE,1.77559151,0.57086645,8.4645715,11.0231
Gentoo,Biscoe,46.5,14.5,213.0,4400.0,FEMALE,1.83070965,0.57086645,8.3858313,9.700328
Gentoo,Biscoe,46.3,15.8,215.0,5050.0,MALE,1.8228356299999997,0.62204758,8.4645715,11.133331
Gentoo,Biscoe,42.9,13.1,215.0,5000.0,FEMALE,1.68897729,0.51574831,8.4645715,11.0231
Gentoo,Biscoe,46.1,15.1,215.0,5100.0,MALE,1.81496161,0.5944885099999999,8.4645715,11.243562
Gentoo,Biscoe,44.5,14.3,216.0,4100.0,,1.7519694499999998,0.56299243,8.5039416,9.038942
Gentoo,Biscoe,47.8,15.0,215.0,5650.0,MALE,1.8818907799999998,0.5905515,8.4645715,12.456103
Gentoo,Biscoe,48.2,14.3,210.0,4600.0,FEMALE,1.89763882,0.56299243,8.267721,10.141252
Gentoo,Biscoe,50.0,15.3,220.0,5550.0,MALE,1.968505,0.60236253,8.661422,12.235641
Gentoo,Biscoe,47.3,15.3,222.0,5250.0,MALE,1.86220573,0.60236253,8.7401622,11.574255
Gentoo,Biscoe,42.8,14.2,209.0,4700.0,FEMALE,1.6850402799999997,0.55905542,8.228350899999999,10.361714
Gentoo,Biscoe,45.1,14.5,207.0,5050.0,FEMALE,1.77559151,0.57086645,8.1496107,11.133331
Gentoo,Biscoe,59.6,17.0,230.0,6050.0,MALE,2.34645796,0.6692916999999999,9.055123,13.337951
Gentoo,Biscoe,49.1,14.8,220.0,5150.0,FEMALE,1.93307191,0.58267748,8.661422,11.353793
Gentoo,Biscoe,48.4,16.3,220.0,5400.0,MALE,1.9055128399999999,0.64173263,8.661422,11.904948000000001
Gentoo,Biscoe,42.6,13.7,213.0,4950.0,FEMALE,1.67716626,0.53937037,8.3858313,10.912869
Gentoo,Biscoe,44.4,17.3,219.0,5250.0,MALE,1.7480324399999998,0.68110273,8.622051899999999,11.574255
Gentoo,Biscoe,44.0,13.6,208.0,4350.0,FEMALE,1.7322844,0.53543336,8.1889808,9.590097
Gentoo,Biscoe,48.7,15.7,208.0,5350.0,MALE,1.91732387,0.6181105699999999,8.1889808,11.794717
Gentoo,Biscoe,42.7,13.7,208.0,3950.0,FEMALE,1.68110327,0.53937037,8.1889808,8.708249
Gentoo,Biscoe,49.6,16.0,225.0,5700.0,MALE,1.9527569599999999,0.6299216,8.8582725,12.566334
Gentoo,Biscoe,45.3,13.7,210.0,4300.0,FEMALE,1.7834655299999997,0.53937037,8.267721,9.479866
Gentoo,Biscoe,49.6,15.0,216.0,4750.0,MALE,1.9527569599999999,0.5905515,8.5039416,10.471945
Gentoo,Biscoe,50.5,15.9,222.0,5550.0,MALE,1.9881900499999998,0.62598459,8.7401622,12.235641
Gentoo,Biscoe,43.6,13.9,217.0,4900.0,FEMALE,1.7165363599999999,0.54724439,8.5433117,10.802638
Gentoo,Biscoe,45.5,13.9,210.0,4200.0,FEMALE,1.79133955,0.54724439,8.267721,9.259404
Gentoo,Biscoe,50.5,15.9,225.0,5400.0,MALE,1.9881900499999998,0.62598459,8.8582725,11.904948000000001
Gentoo,Biscoe,44.9,13.3,213.0,5100.0,FEMALE,1.76771749,0.52362233,8.3858313,11.243562
Gentoo,Biscoe,45.2,15.8,215.0,5300.0,MALE,1.77952852,0.62204758,8.4645715,11.684486
Gentoo,Biscoe,46.6,14.2,210.0,4850.0,FEMALE,1.83464666,0.55905542,8.267721,10.692407
Gentoo,Biscoe,48.5,14.1,220.0,5300.0,MALE,1.90944985,0.55511841,8.661422,11.684486
Gentoo,Biscoe,45.1,14.4,210.0,4400.0,FEMALE,1.77559151,0.56692944,8.267721,9.700328
Gentoo,Biscoe,50.1,15.0,225.0,5000.0,MALE,1.97244201,0.5905515,8.8582725,11.0231
Gentoo,Biscoe,46.5,14.4,217.0,4900.0,FEMALE,1.83070965,0.56692944,8.5433117,10.802638
Gentoo,Biscoe,45.0,15.4,220.0,5050.0,MALE,1.7716545,0.60629954,8.661422,11.133331
Gentoo,Biscoe,43.8,13.9,208.0,4300.0,FEMALE,1.72441038,0.54724439,8.1889808,9.479866
Gentoo,Biscoe,45.5,15.0,220.0,5000.0,MALE,1.79133955,0.5905515,8.661422,11.0231
Gentoo,Biscoe,43.2,14.5,208.0,4450.0,FEMALE,1.70078832,0.57086645,8.1889808,9.810559
Gentoo,Biscoe,50.4,15.3,224.0,5550.0,MALE,1.9842530399999998,0.60236253,8.818902399999999,12.235641
Gentoo,Biscoe,45.3,13.8,208.0,4200.0,FEMALE,1.7834655299999997,0.54330738,8.1889808,9.259404
Gentoo,Biscoe,46.2,14.9,221.0,5300.0,MALE,1.8188986200000001,0.58661449,8.7007921,11.684486
Gentoo,Biscoe,45.7,13.9,214.0,4400.0,FEMALE,1.79921357,0.54724439,8.425201399999999,9.700328
Gentoo,Biscoe,54.3,15.7,231.0,5650.0,MALE,2.13779643,0.6181105699999999,9.0944931,12.456103
Gentoo,Biscoe,45.8,14.2,219.0,4700.0,FEMALE,1.8031505799999998,0.55905542,8.622051899999999,10.361714
Gentoo,Biscoe,49.8,16.8,230.0,5700.0,MALE,1.9606309799999997,0.66141768,9.055123,12.566334
Gentoo,Biscoe,46.2,14.4,214.0,4650.0,,1.8188986200000001,0.56692944,8.425201399999999,10.251483
Gentoo,Biscoe,49.5,16.2,229.0,5800.0,MALE,1.9488199499999999,0.6377956199999999,9.015752899999999,12.786796
Gentoo,Biscoe,43.5,14.2,220.0,4700.0,FEMALE,1.7125993499999999,0.55905542,8.661422,10.361714
Gentoo,Biscoe,50.7,15.0,223.0,5550.0,MALE,1.99606407,0.5905515,8.7795323,12.235641
Gentoo,Biscoe,47.7,15.0,216.0,4750.0,FEMALE,1.87795377,0.5905515,8.5039416,10.471945
Gentoo,Biscoe,46.4,15.6,221.0,5000.0,MALE,1.82677264,0.61417356,8.7007921,11.0231
Gentoo,Biscoe,48.2,15.6,221.0,5100.0,MALE,1.89763882,0.61417356,8.7007921,11.243562
Gentoo,Biscoe,46.5,14.8,217.0,5200.0,FEMALE,1.83070965,0.58267748,8.5433117,11.464024
Gentoo,Biscoe,46.4,15.0,216.0,4700.0,FEMALE,1.82677264,0.5905515,8.5039416,10.361714
Gentoo,Biscoe,48.6,16.0,230.0,5800.0,MALE,1.91338686,0.6299216,9.055123,12.786796
Gentoo,Biscoe,47.5,14.2,209.0,4600.0,FEMALE,1.87007975,0.55905542,8.228350899999999,10.141252
Gentoo,Biscoe,51.1,16.3,220.0,6000.0,MALE,2.01181211,0.64173263,8.661422,13.22772
Gentoo,Biscoe,45.2,13.8,215.0,4750.0,FEMALE,1.77952852,0.54330738,8.4645715,10.471945
Gentoo,Biscoe,45.2,16.4,223.0,5950.0,MALE,1.77952852,0.6456696399999999,8.7795323,13.117489
Gentoo,Biscoe,49.1,14.5,212.0,4625.0,FEMALE,1.93307191,0.57086645,8.3464612,10.196367500000001
Gentoo,Biscoe,52.5,15.6,221.0,5450.0,MALE,2.06693025,0.61417356,8.7007921,12.015179
Gentoo,Biscoe,47.4,14.6,212.0,4725.0,FEMALE,1.86614274,0.5748034599999999,8.3464612,10.4168295
Gentoo,Biscoe,50.0,15.9,224.0,5350.0,MALE,1.968505,0.62598459,8.818902399999999,11.794717
Gentoo,Biscoe,44.9,13.8,212.0,4750.0,FEMALE,1.76771749,0.54330738,8.3464612,10.471945
Gentoo,Biscoe,50.8,17.3,228.0,5600.0,MALE,2.0000010799999997,0.68110273,8.9763828,12.345872
Gentoo,Biscoe,43.4,14.4,218.0,4600.0,FEMALE,1.7086623399999998,0.56692944,8.5826818,10.141252
Gentoo,Biscoe,51.3,14.2,218.0,5300.0,MALE,2.0196861299999997,0.55905542,8.5826818,11.684486
Gentoo,Biscoe,47.5,14.0,212.0,4875.0,FEMALE,1.87007975,0.5511813999999999,8.3464612,10.7475225
Gentoo,Biscoe,52.1,17.0,230.0,5550.0,MALE,2.05118221,0.6692916999999999,9.055123,12.235641
Gentoo,Biscoe,47.5,15.0,218.0,4950.0,FEMALE,1.87007975,0.5905515,8.5826818,10.912869
Gentoo,Biscoe,52.2,17.1,228.0,5400.0,MALE,2.05511922,0.6732287100000001,8.9763828,11.904948000000001
Gentoo,Biscoe,45.5,14.5,212.0,4750.0,FEMALE,1.79133955,0.57086645,8.3464612,10.471945
Gentoo,Biscoe,49.5,16.1,224.0,5650.0,MALE,1.9488199499999999,0.63385861,8.818902399999999,12.456103
Gentoo,Biscoe,44.5,14.7,214.0,4850.0,FEMALE,1.7519694499999998,0.57874047,8.425201399999999,10.692407
Gentoo,Biscoe,50.8,15.7,226.0,5200.0,MALE,2.0000010799999997,0.6181105699999999,8.8976426,11.464024
Gentoo,Biscoe,49.4,15.8,216.0,4925.0,MALE,1.9448829399999998,0.62204758,8.5039416,10.8577535
Gentoo,Biscoe,46.9,14.6,222.0,4875.0,FEMALE,1.8464576899999998,0.5748034599999999,8.7401622,10.7475225
Gentoo,Biscoe,48.4,14.4,203.0,4625.0,FEMALE,1.9055128399999999,0.56692944,7.9921302999999995,10.196367500000001
Gentoo,Biscoe,51.1,16.5,225.0,5250.0,MALE,2.01181211,0.64960665,8.8582725,11.574255
Gentoo,Biscoe,48.5,15.0,219.0,4850.0,FEMALE,1.90944985,0.5905515,8.622051899999999,10.692407
Gentoo,Biscoe,55.9,17.0,228.0,5600.0,MALE,2.2007885899999997,0.6692916999999999,8.9763828,12.345872
Gentoo,Biscoe,47.2,15.5,215.0,4975.0,FEMALE,1.85826872,0.61023655,8.4645715,10.9679845
Gentoo,Biscoe,49.1,15.0,228.0,5500.0,MALE,1.93307191,0.5905515,8.9763828,12.12541
Gentoo,Biscoe,47.3,13.8,216.0,4725.0,,1.86220573,0.54330738,8.5039416,10.4168295
Gentoo,Biscoe,46.8,16.1,215.0,5500.0,MALE,1.8425206799999998,0.63385861,8.4645715,12.12541
Gentoo,Biscoe,41.7,14.7,210.0,4700.0,FEMALE,1.64173317,0.57874047,8.267721,10.361714
Gentoo,Biscoe,53.4,15.8,219.0,5500.0,MALE,2.1023633399999997,0.62204758,8.622051899999999,12.12541
Gentoo,Biscoe,43.3,14.0,208.0,4575.0,FEMALE,1.7047253299999998,0.5511813999999999,8.1889808,10.0861365
Gentoo,Biscoe,48.1,15.1,209.0,5500.0,MALE,1.89370181,0.5944885099999999,8.228350899999999,12.12541
Gentoo,Biscoe,50.5,15.2,216.0,5000.0,FEMALE,1.9881900499999998,0.5984255199999999,8.5039416,11.0231
Gentoo,Biscoe,49.8,15.9,229.0,5950.0,MALE,1.9606309799999997,0.62598459,9.015752899999999,13.117489
Gentoo,Biscoe,43.5,15.2,213.0,4650.0,FEMALE,1.7125993499999999,0.5984255199999999,8.3858313,10.251483
Gentoo,Biscoe,51.5,16.3,230.0,5500.0,MALE,2.02756015,0.64173263,9.055123,12.12541
Gentoo,Biscoe,46.2,14.1,217.0,4375.0,FEMALE,1.8188986200000001,0.55511841,8.5433117,9.6452125
Gentoo,Biscoe,55.1,16.0,230.0,5850.0,MALE,2.16929251,0.6299216,9.055123,12.897027
Gentoo,Biscoe,44.5,15.7,217.0,4875.0,.,1.7519694499999998,0.6181105699999999,8.5433117,10.7475225
Gentoo,Biscoe,48.8,16.2,222.0,6000.0,MALE,1.9212608799999997,0.6377956199999999,8.7401622,13.22772
Gentoo,Biscoe,47.2,13.7,214.0,4925.0,FEMALE,1.85826872,0.53937037,8.425201399999999,10.8577535
Gentoo,Biscoe,46.8,14.3,215.0,4850.0,FEMALE,1.8425206799999998,0.56299243,8.4645715,10.692407
Gentoo,Biscoe,50.4,15.7,222.0,5750.0,MALE,1.9842530399999998,0.6181105699999999,8.7401622,12.676565
Gentoo,Biscoe,45.2,14.8,212.0,5200.0,FEMALE,1.77952852,0.58267748,8.3464612,11.464024
Gentoo,Biscoe,49.9,16.1,213.0,5400.0,MALE,1.96456799,0.63385861,8.3858313,11.904948000000001
